City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
United States Virgin Islands ,72,6,2363,2,06-13-2020
Northern Mariana Islands ,30,2,7936,9,06-13-2020
New York ,404423,30909,2934599,287513,06-14-2020
New Jersey ,169237,12696,1078215,124578,06-14-2020
California ,150267,5062,2724393,104932,06-14-2020
Illinois ,131871,6289,1169806,42029,06-14-2020
Massachusetts ,105395,7576,756319,13198,06-14-2020
Texas ,87903,1989,1442950,29379,06-14-2020
Pennsylvania ,83210,6283,594762,20455,06-14-2020
Florida ,75568,2934,1409992,57889,06-14-2020
Michigan ,65836,6013,941324,14859,06-14-2020
Maryland ,61701,2939,492305,54226,06-14-2020
Georgia ,56801,2446,713085,52909,06-14-2020
Virginia ,54506,1546,519782,45829,06-14-2020
Louisiana ,46619,3019,509332,9696,06-14-2020
Connecticut ,44994,4186,344254,32212,06-14-2020
North Carolina ,44119,1127,611690,19339,06-14-2020
Ohio ,40903,2559,538898,29791,06-14-2020
Indiana ,39909,2422,340637,9254,06-14-2020
Arizona ,35691,1186,469426,34331,06-14-2020
Minnesota ,30471,1329,417710,3052,06-14-2020
Tennessee ,29541,472,601161,9338,06-14-2020
Colorado  ,29017,1598,242034,24890,06-14-2020
Washington ,26324,1217,450156,16536,06-14-2020
Alabama ,25615,773,297075,11334,06-14-2020
Iowa ,23909,651,219608,8959,06-14-2020
Wisconsin ,22518,691,410917,5596,06-14-2020
Mississippi ,19516,891,234439,5269,06-14-2020
South Carolina ,17955,599,278883,8674,06-14-2020
Veteran Affairs ,16998,1435,235324,1729,06-14-2020
Nebraska ,16633,216,136277,6538,06-14-2020
Missouri ,16193,890,303384,11658,06-14-2020
Rhode Island ,15947,833,191518,13679,06-14-2020
Utah ,13981,139,262782,5728,06-14-2020
Kentucky ,12445,499,322900,8537,06-14-2020
Arkansas ,12095,177,193794,4055,06-14-2020
Nevada ,11173,464,235500,2681,06-14-2020
Kansas ,11124,245,129152,4752,06-14-2020
Delaware ,10264,422,80099,3726,06-14-2020
District Of Columbia ,9767,515,63036,8109,06-14-2020
New Mexico ,9621,431,258994,5118,06-14-2020
Oklahoma ,8231,359,252624,1294,06-14-2020
Navajo Nation ,6470,303,40314,5237,06-14-2020
South Dakota ,5833,75,64513,930,06-14-2020
Puerto Rico ,5811,147,13022,4814,06-14-2020
Oregon ,5535,174,166189,2965,06-14-2020
New Hampshire ,5299,318,112052,1076,06-14-2020
Idaho ,3399,87,62658,475,06-14-2020
North Dakota ,3080,74,86880,348,06-14-2020
Maine ,2793,100,74684,541,06-14-2020
West Virginia ,2289,88,129724,630,06-14-2020
Vermont ,1127,55,49933,165,06-14-2020
Wyoming ,1060,18,33055,228,06-14-2020
Hawaii ,723,17,69512,78,06-14-2020
Alaska ,654,12,71803,239,06-14-2020
Montana ,601,19,58907,72,06-14-2020
Guam ,183,5,8536,10,06-14-2020
United States Virgin Islands ,72,6,2363,2,06-14-2020
Northern Mariana Islands ,30,2,7936,9,06-14-2020
New York ,404470,30911,2934599,287558,06-15-2020
New Jersey ,169576,12733,1116083,123939,06-15-2020
California ,152882,5089,2801996,107248,06-15-2020
Illinois ,132543,6308,1191846,42429,06-15-2020
Massachusetts ,105603,7624,765965,13358,06-15-2020
Texas ,89242,1996,1463851,28905,06-15-2020
Pennsylvania ,83484,6306,594762,20706,06-15-2020
Florida ,77326,2938,1431164,59643,06-15-2020
Michigan ,66054,6016,957365,15074,06-15-2020
Maryland ,62032,2947,492305,54544,06-15-2020
Georgia ,57681,2451,731193,53784,06-15-2020
Virginia ,54886,1552,530432,46156,06-15-2020
Louisiana ,47172,3019,509332,7136,06-15-2020
North Carolina ,45113,1140,627130,20320,06-15-2020
Connecticut ,45088,4201,349106,32291,06-15-2020
Ohio ,41193,2562,546220,30078,06-15-2020
Indiana ,40430,2433,348391,9475,06-15-2020
Arizona ,36705,1194,469426,29178,06-15-2020
Minnesota ,30693,1335,422922,2749,06-15-2020
Tennessee ,30432,475,615220,10061,06-15-2020
Colorado ,29130,1599,246478,24962,06-15-2020
Washington ,26575,1221,462602,16725,06-15-2020
Alabama ,26272,774,297075,11990,06-15-2020
Iowa ,24046,653,225791,8984,06-15-2020
Wisconsin ,22758,692,420124,5508,06-15-2020
Mississippi ,19799,895,240664,5548,06-15-2020
South Carolina ,18795,600,286100,9513,06-15-2020
Veteran Affairs ,17100,1437,235324,1783,06-15-2020
Nebraska ,16725,216,137924,6388,06-15-2020
Missouri ,16428,895,309781,11834,06-15-2020
Rhode Island ,16093,851,200445,13807,06-15-2020
Utah ,14313,139,267713,5922,06-15-2020
Arkansas ,12501,179,196989,4212,06-15-2020
Kentucky ,12445,499,322900,8537,06-15-2020
Nevada ,11279,465,241729,2776,06-15-2020
Kansas ,11132,246,129152,4759,06-15-2020
Delaware ,10340,423,81787,3745,06-15-2020
District Of Columbia ,9799,515,64530,8141,06-15-2020
New Mexico ,9723,435,263665,5174,06-15-2020
Oklahoma ,8417,359,252624,1480,06-15-2020
Federal Prisons ,6889,85,16824,1490,06-15-2020
Navajo Nation ,6611,311,44000,3169,06-15-2020
South Dakota ,5928,75,65319,954,06-15-2020
Puerto Rico ,5890,147,13022,4893,06-15-2020
Oregon ,5636,176,166189,3064,06-15-2020
New Hampshire ,5318,320,113375,1011,06-15-2020
Idaho ,3399,87,62658,475,06-15-2020
North Dakota ,3101,74,87776,344,06-15-2020
 Maine ,2810,101,76316,520,06-15-2020
West Virginia ,2298,88,131223,632,06-15-2020
Vermont ,1128,55,52557,161,06-15-2020
Wyoming ,1060,18,33055,208,06-15-2020
Hawaii ,728,17,70877,82,06-15-2020
Alaska ,661,12,73467,238,06-15-2020
Montana ,609,19,58907,80,06-15-2020
Guam ,185,5,8536,11,06-15-2020
United States Virgin Islands ,73,6,2383,3,06-15-2020
Northern Mariana Islands ,30,2,8169,9,06-15-2020
New York ,405705,30980,3051778,288547,06-16-2020
New Jersey ,170046,12829,1131782,123254,06-16-2020
California ,155809,5119,2868182,108511,06-16-2020
Illinois ,133016,6326,1210473,42645,06-16-2020
Massachusetts ,105690,7647,770761,13422,06-16-2020
Texas ,91503,2019,1499018,30380,06-16-2020
Pennsylvania ,83936,6347,612700,20339,06-16-2020
Florida ,80109,2996,1461297,61423,06-16-2020
Michigan ,66085,6017,968523,15104,06-16-2020
Maryland ,62409,2982,500791,54860,06-16-2020
Georgia ,58414,2494,731193,54148,06-16-2020
Virginia ,55331,1570,536989,46531,06-16-2020
Louisiana ,47706,3047,532717,7642,06-16-2020
North Carolina ,45906,1169,638479,15518,06-16-2020
Connecticut ,45235,4204,356377,32339,06-16-2020
Ohio ,41614,2578,557168,30117,06-16-2020
Indiana ,40786,2447,363745,9595,06-16-2020
Arizona ,39097,1219,479102,31416,06-16-2020
Tennessee ,31160,483,629978,10781,06-16-2020
Minnesota ,30882,1344,429145,2532,06-16-2020
Colorado ,29299,1605,250523,23498,06-16-2020
Alabama ,26912,785,302674,12619,06-16-2020
Washington ,26901,1224,471265,16914,06-16-2020
Iowa ,24168,663,230261,8731,06-16-2020
Wisconsin ,22932,694,426379,5401,06-16-2020
Mississippi ,20152,915,240664,3914,06-16-2020
South Carolina ,19378,602,293754,10094,06-16-2020
Veteran Affairs ,17242,1477,242515,1835,06-16-2020
Nebraska ,16851,220,139690,6280,06-16-2020
Missouri ,16696,895,314356,12015,06-16-2020
Rhode Island ,16164,865,203618,13864,06-16-2020
Utah ,14608,143,272938,6085,06-16-2020
Arkansas  ,12917,182,204138,4383,06-16-2020
Kentucky ,12647,505,325065,8726,06-16-2020
Nevada ,11658,465,248498,3129,06-16-2020
Kansas ,11471,247,136962,5097,06-16-2020
Delaware ,10403,424,84686,3807,06-16-2020
New Mexico ,9845,440,267921,5245,06-16-2020
District Of Columbia ,9818,520,65846,8155,06-16-2020
Oklahoma ,8645,363,263882,1704,06-16-2020
Federal Prisons ,6890,86,16839,1388,06-16-2020
Navajo Nation ,6611,311,44000,3169,06-16-2020
South Dakota ,5966,77,66395,990,06-16-2020
Puerto Rico ,5951,147,13022,4954,06-16-2020
Oregon ,5820,180,175941,3209,06-16-2020
New Hampshire ,5345,320,114953,984,06-16-2020
Idaho ,3462,88,65306,497,06-16-2020
North Dakota ,3124,74,88651,330,06-16-2020
Maine ,2819,101,77614,485,06-16-2020
West Virginia ,2332,88,132446,637,06-16-2020
Vermont ,1128,55,52557,161,06-16-2020
Wyoming ,1079,18,33589,223,06-16-2020
Hawaii ,736,17,71575,89,06-16-2020
Alaska ,664,12,74437,235,06-16-2020
Montana ,614,19,63577,60,06-16-2020
Guam ,186,5,8820,12,06-16-2020
United States Virgin Islands ,73,6,2383,3,06-16-2020
Northern Mariana Islands ,30,2,8169,9,06-16-2020
New York ,406280,31033,3111119,288879,06-17-2020
New Jersey ,170540,12875,1147841,123702,06-17-2020
California ,159183,5205,2937755,110849,06-17-2020
Illinois ,133639,6398,1229202,42239,06-17-2020
Massachusetts ,105885,7665,778031,13599,06-17-2020
Texas ,95793,2062,1522434,33087,06-17-2020
Pennsylvania ,84391,6380,620382,20408,06-17-2020
Florida ,82719,3021,1485759,64008,06-17-2020
Michigan ,66269,6034,982084,15271,06-17-2020
Maryland ,62969,2996,511288,55394,06-17-2020
Georgia ,59078,2529,747348,53031,06-17-2020
Virginia ,55775,1583,546685,46851,06-17-2020
Louisiana ,48634,3068,545221,8549,06-17-2020
North Carolina ,46855,1181,667422,16455,06-17-2020
Connecticut ,45349,4210,361420,32375,06-17-2020
Ohio ,42163,2602,568133,30521,06-17-2020
Indiana ,41013,2475,371182,9445,06-17-2020
Arizona ,40924,1239,501963,33087,06-17-2020
Tennessee ,31830,493,638990,10627,06-17-2020
Minnesota ,31296,1357,448587,2535,06-17-2020
Colorado ,29442,1617,254020,23564,06-17-2020
Alabama ,27312,790,310325,13014,06-17-2020
Washington ,27174,1234,480026,17157,06-17-2020
Iowa ,24380,671,232558,8590,06-17-2020
Wisconsin ,23198,703,437528,5373,06-17-2020
Mississippi ,20641,938,244248,4380,06-17-2020
South Carolina ,19990,607,299903,9649,06-17-2020
Veteran Affairs ,17517,1485,248297,1941,06-17-2020
Nebraska ,17031,231,142566,6271,06-17-2020
Missouri ,16958,905,319736,12260,06-17-2020
Rhode Island ,16213,876,206470,13858,06-17-2020
Utah ,14937,145,275700,6322,06-17-2020
Arkansas  ,13191,188,214403,4338,06-17-2020
Kentucky ,12829,512,325065,8886,06-17-2020
Nevada ,11842,473,254799,2960,06-17-2020
Kansas ,11534,248,136962,4584,06-17-2020
Delaware ,10444,426,86074,3762,06-17-2020
New Mexico ,9933,447,271553,5269,06-17-2020
District Of Columbia ,9847,523,67126,8169,06-17-2020
Oklahoma ,8904,364,267424,1775,06-17-2020
Federal Prisons ,6905,86,17262,1377,06-17-2020
Navajo Nation ,6672,319,44000,3222,06-17-2020
Oregon ,6098,182,179538,3459,06-17-2020
South Dakota ,6050,78,67202,903,06-17-2020
Puerto Rico ,6003,147,13022,5006,06-17-2020
New Hampshire ,5364,326,116371,971,06-17-2020
Idaho ,3540,88,66441,531,06-17-2020
North Dakota ,3166,74,88651,336,06-17-2020
Maine ,2836,102,79084,459,06-17-2020
West Virginia ,2358,88,136991,634,06-17-2020
Vermont ,1131,55,53663,161,06-17-2020
Wyoming ,1089,18,33997,219,06-17-2020
Hawaii ,740,17,73078,86,06-17-2020
Alaska ,676,12,76215,235,06-17-2020
Montana ,630,20,65515,72,06-17-2020
Guam ,188,5,8915,13,06-17-2020
United States Virgin Islands ,73,6,2383,3,06-17-2020
 Northern Mariana Islands ,30,2,8169,9,06-17-2020
New York ,406930,31083,3179660,289480,06-18-2020
New Jersey ,170848,12918,1171734,122877,06-18-2020
California ,163541,5286,2997988,113662,06-18-2020
Illinois ,134185,6485,1259189,41543,06-18-2020
Massachusetts ,106151,7734,787489,9692,06-18-2020
Texas ,99569,2111,1560547,35087,06-18-2020
Florida ,85926,3064,1514005,66877,06-18-2020
Pennsylvania ,84712,6427,632698,20290,06-18-2020
Michigan ,66497,6036,998504,15372,06-18-2020
Maryland ,63229,3016,526882,55617,06-18-2020
Georgia ,60030,2575,763149,53822,06-18-2020
Virginia ,56238,1586,555462,47311,06-18-2020
Louisiana ,48634,3068,545221,8549,06-18-2020
North Carolina ,48188,1181,667422,17788,06-18-2020
Connecticut ,45429,4219,367858,32416,06-18-2020
Arizona ,43443,1271,517666,35457,06-18-2020
Ohio ,42533,2617,584563,30790,06-18-2020
Indiana ,41438,2491,371182,9590,06-18-2020
Tennessee ,32143,497,644573,10936,06-18-2020
Minnesota ,31675,1376,460879,2733,06-18-2020
Colorado ,29673,1631,259546,23758,06-18-2020
Alabama ,28206,810,322124,11422,06-18-2020
Washington ,27514,1236,480026,17366,06-18-2020
Iowa ,24737,677,235506,8688,06-18-2020
Wisconsin ,23454,712,447190,5620,06-18-2020
Mississippi ,20641,938,244248,4380,06-18-2020
South Carolina ,20556,617,304431,10205,06-18-2020
Veteran Affairs ,17787,1493,253655,1962,06-18-2020
Nebraska ,17226,234,144996,6231,06-18-2020
Missouri ,17185,926,326280,12466,06-18-2020
Rhode Island ,16269,885,211593,13882,06-18-2020
Utah ,15344,149,278692,6643,06-18-2020
Arkansas ,13606,197,220699,4413,06-18-2020
Kentucky ,12995,518,329710,9033,06-18-2020
Nevada ,12076,475,260801,3192,06-18-2020
Kansas ,11743,251,142124,4660,06-18-2020
Delaware ,10499,431,86587,3812,06-18-2020
New Mexico ,10065,452,275897,5262,06-18-2020
District Of Columbia ,9903,527,70086,8221,06-18-2020
Oklahoma ,8904,364,271339,1642,06-18-2020
Federal Prisons ,6918,86,17436,1360,06-18-2020
Navajo Nation ,6747,322,44000,3294,06-18-2020
Oregon ,6218,183,184350,3578,06-18-2020
Puerto Rico ,6111,147,13022,4845,06-18-2020
South Dakota ,6109,78,68988,962,06-18-2020
New Hampshire ,5436,330,118583,1002,06-18-2020
Idaho ,3632,88,67638,531,06-18-2020
North Dakota ,3166,74,89674,336,06-18-2020
Maine ,2878,102,80908,476,06-18-2020
West Virginia ,2400,88,141289,658,06-18-2020
Vermont ,1135,56,53663,164,06-18-2020
Wyoming ,1114,18,35069,234,06-18-2020
Hawaii ,744,17,74533,88,06-18-2020
Alaska ,696,12,77709,246,06-18-2020
Montana ,655,20,66870,90,06-18-2020
Guam ,193,5,9210,18,06-18-2020
United States Virgin Islands ,73,6,2440,3,06-18-2020
Northern Mariana Islands ,30,2,8169,9,06-18-2020
New York ,409113,31138,3258963,290976,06-19-2020
New Jersey ,171349,12955,1194343,122949,06-19-2020
California ,167348,5362,3074530,116264,06-19-2020
Illinois ,134778,6537,1284693,41392,06-19-2020
Massachusetts ,106422,7770,797776,9927,06-19-2020
Texas ,103123,2144,1576925,37164,06-19-2020
Florida ,89748,3106,1514005,70091,06-19-2020
Pennsylvania ,85270,6453,645806,20525,06-19-2020
Michigan ,66798,6061,1015867,15648,06-19-2020
Maryland ,63548,3030,535444,55878,06-19-2020
Georgia ,60912,2605,778570,54107,06-19-2020
Virginia ,56793,1602,567162,47628,06-19-2020
North Carolina ,49840,1235,712313,19386,06-19-2020
Louisiana ,48634,3084,545221,8533,06-19-2020
Arizona ,46689,1312,517666,38514,06-19-2020
Connecticut ,45510,4226,372585,32245,06-19-2020
Ohio ,43238,2637,600024,31390,06-19-2020
Indiana ,41746,2516,392887,9055,06-19-2020
Tennessee ,32829,509,652160,10371,06-19-2020
Minnesota ,32031,1393,475152,2929,06-19-2020
 Colorado ,29901,1638,264466,23895,06-19-2020
Alabama ,29002,822,322124,12206,06-19-2020
Washington ,28028,1248,446899,17724,06-19-2020
Iowa ,25164,680,244053,8826,06-19-2020
Wisconsin ,23876,719,457789,5544,06-19-2020
South Carolina ,21548,621,313210,11193,06-19-2020
Mississippi ,20641,938,244248,4380,06-19-2020
Veteran Affairs ,18088,1498,258707,1919,06-19-2020
Missouri ,17683,968,333420,12915,06-19-2020
Nebraska ,17415,240,148039,6109,06-19-2020
Rhode Island ,16337,894,211593,13941,06-19-2020
Utah ,15839,152,282685,6901,06-19-2020
Arkansas ,13928,208,228434,4344,06-19-2020
Kentucky ,13197,520,336267,9171,06-19-2020
Nevada ,12486,478,264568,3292,06-19-2020
Kansas ,11825,253,142124,4661,06-19-2020
Delaware ,10611,433,90434,3783,06-19-2020
New Mexico ,10153,456,275897,5346,06-19-2020
District Of Columbia ,9952,530,72199,8267,06-19-2020
Oklahoma ,9706,367,271339,2268,06-19-2020
Federal Prisons ,6986,86,17650,1428,06-19-2020
Navajo Nation ,6747,322,44000,3294,06-19-2020
Oregon ,6366,187,189136,3677,06-19-2020
Puerto Rico ,6195,147,13022,4929,06-19-2020
South Dakota ,6158,81,71193,801,06-19-2020
New Hampshire ,5450,331,120573,1015,06-19-2020
Idaho ,3743,89,69156,566,06-19-2020
North Dakota ,3193,75,90654,309,06-19-2020
Maine ,2913,102,80908,511,06-19-2020
West Virginia ,2435,88,144347,682,06-19-2020
Vermont ,1144,56,54745,171,06-19-2020
Wyoming ,1144,18,35916,256,06-19-2020
Hawaii ,762,17,76340,105,06-19-2020
Alaska ,708,12,81185,258,06-19-2020
Montana ,666,20,68422,100,06-19-2020
Guam ,200,5,9374,22,06-19-2020
United States Virgin Islands ,73,6,2440,3,06-19-2020
Northern Mariana Islands ,30,2,8169,9,06-19-2020
New York ,410214,31172,3327793,292040,06-20-2020
New Jersey ,171442,12960,1194343,123037,06-20-2020
California ,170923,5427,3155702,118533,06-20-2020
Illinois ,135470,6580,1312003,25084,06-20-2020
Texas ,107481,2174,1622851,39969,06-20-2020
Massachusetts ,106650,7800,808753,10125,06-20-2020
Florida ,93797,3147,1562280,72460,06-20-2020
Pennsylvania ,85611,6474,654847,20538,06-20-2020
Michigan ,67097,6067,1034240,15941,06-20-2020
Maryland ,63956,3052,544072,56219,06-20-2020
Georgia ,62009,2636,798284,54847,06-20-2020
Virginia ,57443,1607,588652,48273,06-20-2020
North Carolina ,51389,1250,731341,20920,06-20-2020
Arizona ,49798,1338,549274,41597,06-20-2020
Louisiana ,49385,3104,590909,9264,06-20-2020
Connecticut ,45715,4251,389703,32425,06-20-2020
Ohio ,43834,2672,616036,31835,06-20-2020
Indiana ,42061,2536,401802,8765,06-20-2020
Tennessee ,34017,515,661689,11553,06-20-2020
Minnesota ,32467,1404,492043,2858,06-20-2020
Colorado ,30187,1643,270335,24094,06-20-2020
Alabama ,29549,838,339100,12737,06-20-2020
Washington ,28526,1255,447002,18107,06-20-2020
Iowa ,25424,681,249207,8838,06-20-2020
Wisconsin ,24154,730,468905,5811,06-20-2020
South Carolina ,23786,644,330424,13408,06-20-2020
Mississippi ,21022,943,244248,4756,06-20-2020
Veteran Affairs ,18560,1514,263879,2314,06-20-2020
Missouri ,18041,976,342934,13150,06-20-2020
Nebraska ,17591,244,152040,6035,06-20-2020
Utah ,16425,155,287358,7484,06-20-2020
Rhode Island ,16337,894,214589,13941,06-20-2020
Arkansas ,14631,214,234772,4705,06-20-2020
Kentucky ,13454,522,336267,9426,06-20-2020
Nevada ,12931,486,264568,3729,06-20-2020
Kansas ,12155,255,147649,4879,06-20-2020
Delaware ,10681,434,90434,3852,06-20-2020
New Mexico ,10260,464,284602,5284,06-20-2020
Oklahoma ,10037,368,274578,2255,06-20-2020
District Of Columbia ,9984,531,73791,8298,06-20-2020
Federal Prisons ,7039,86,18469,1481,06-20-2020
Navajo Nation ,6832,324,44245,3377,06-20-2020
Oregon ,6572,188,193689,3882,06-20-2020
Puerto Rico ,6463,147,13022,5197,06-20-2020
South Dakota ,6225,81,71193,868,06-20-2020
New Hampshire ,5486,337,122693,940,06-20-2020
Idaho ,3871,89,70791,599,06-20-2020
North Dakota ,3251,76,92606,293,06-20-2020
Maine ,2938,102,84315,513,06-20-2020
West Virginia ,2486,88,146545,729,06-20-2020
Wyoming ,1179,20,36228,270,06-20-2020
Vermont ,1147,56,57028,171,06-20-2020
Hawaii ,789,17,77620,130,06-20-2020
Alaska ,722,12,83631,253,06-20-2020
Montana ,698,20,69530,130,06-20-2020
Guam ,222,5,9821,44,06-20-2020
United States Virgin Islands ,73,6,2440,3,06-20-2020
 Northern Mariana Islands ,30,2,8169,9,06-20-2020
New York ,411009,31213,3395319,292665,06-21-2020
California ,174978,5496,3234412,121510,06-21-2020
New Jersey ,171981,12994,1244967,122823,06-21-2020
Illinois ,136104,6625,1337968,25673,06-21-2020
Texas ,111408,2193,1690124,42119,06-21-2020
Massachusetts ,106936,7828,823965,10383,06-21-2020
Florida ,97291,3164,1600335,75133,06-21-2020
Pennsylvania ,85918,6481,662804,20443,06-21-2020
Michigan ,67545,6087,1051213,12168,06-21-2020
Maryland ,64306,3066,555874,56495,06-21-2020
Georgia ,63809,2642,826711,56471,06-21-2020
Virginia ,57994,1611,603916,48776,06-21-2020
North Carolina ,52801,1269,745775,22313,06-21-2020
Arizona ,52390,1339,566937,43855,06-21-2020
Louisiana ,50065,3110,610812,9938,06-21-2020
Connecticut ,45755,4260,393475,32404,06-21-2020
Ohio ,44366,2701,629965,32237,06-21-2020
Indiana ,42423,2540,411920,8773,06-21-2020
Tennessee ,34446,524,675340,11084,06-21-2020
Minnesota ,32920,1412,504363,2845,06-21-2020
Colorado ,30349,1647,275645,24142,06-21-2020
Alabama ,30021,839,344255,13208,06-21-2020
Washington ,28849,1265,455941,18307,06-21-2020
Iowa ,25934,685,256960,9230,06-21-2020
South Carolina ,24693,653,330424,13250,06-21-2020
Wisconsin ,24539,744,479102,4844,06-21-2020
Mississippi ,21022,943,248927,4756,06-21-2020
Veteran Affairs ,18701,1519,263879,2290,06-21-2020
Missouri ,18327,979,348325,13414,06-21-2020
Nebraska ,17707,244,154423,5898,06-21-2020
Utah ,17068,155,292877,7523,06-21-2020
Rhode Island ,16337,894,214589,13928,06-21-2020
